# ID	Prediction	OTHER	SP(Sec/SPI)	LIPO(Sec/SPII)	TAT(Tat/SPI)	TATLIPO(Sec/SPII)	PILIN(Sec/SPIII)	CS Position
prot_5097	OTHER	0.999984	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_5098	OTHER	1.000015	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_5099	OTHER	1.000011	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_51	LIPO	0.000493	0.013266	0.986019	0.000163	0.000027	0.000016	CS pos: 35-36. Pr: 0.9931
prot_510	OTHER	0.666682	0.000004	0.333327	0.000000	0.000000	0.000000	
prot_5100	LIPO	0.000001	0.000010	0.999979	0.000000	0.000000	0.000000	CS pos: 29-30. Pr: 0.9962
prot_5101	OTHER	1.000004	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_5102	OTHER	1.000014	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_5103	OTHER	0.999998	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_5104	LIPO	0.030626	0.055246	0.913465	0.000604	0.000024	0.000003	CS pos: 35-36. Pr: 0.9961
prot_5105	OTHER	1.000006	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_5106	LIPO	0.000000	0.000000	1.000027	0.000000	0.000000	0.000000	CS pos: 17-18. Pr: 0.9960
prot_5107	LIPO	0.000000	0.000000	1.000017	0.000000	0.000000	0.000000	CS pos: 21-22. Pr: 0.9977
prot_5108	LIPO	0.000000	0.000000	1.000028	0.000000	0.000000	0.000000	CS pos: 22-23. Pr: 0.9945
prot_5109	OTHER	1.000014	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_511	OTHER	0.999986	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_5110	OTHER	1.000001	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_5111	OTHER	0.999974	0.000001	0.000000	0.000000	0.000000	0.000000	
prot_5112	OTHER	0.999838	0.000133	0.000000	0.000000	0.000000	0.000000	
prot_5113	OTHER	0.999999	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_5114	OTHER	0.999991	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_5115	SP	0.000257	0.999047	0.000196	0.000180	0.000153	0.000149	CS pos: 27-28. Pr: 0.9735
prot_5116	OTHER	1.000007	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_5117	OTHER	1.000009	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_5118	SP	0.000228	0.999085	0.000192	0.000193	0.000151	0.000154	CS pos: 22-23. Pr: 0.9687
prot_5119	LIPO	0.068294	0.034323	0.896949	0.000377	0.000045	0.000005	CS pos: 43-44. Pr: 0.9737
prot_512	OTHER	0.764211	0.000002	0.000003	0.000000	0.000000	0.235772	
prot_5120	OTHER	0.833317	0.000021	0.166659	0.000000	0.000000	0.000000	
prot_5121	LIPO	0.000000	0.000000	1.000036	0.000000	0.000000	0.000000	CS pos: 22-23. Pr: 0.9958
prot_5122	OTHER	0.999989	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_5123	OTHER	0.999962	0.000023	0.000005	0.000000	0.000000	0.000000	
prot_5124	SP	0.000211	0.999136	0.000180	0.000193	0.000147	0.000146	CS pos: 39-40. Pr: 0.9703
prot_5125	SP	0.000724	0.997965	0.000443	0.000338	0.000292	0.000250	CS pos: 21-22. Pr: 0.9755
prot_5126	LIPO	0.000126	0.000920	0.998908	0.000039	0.000014	0.000005	CS pos: 31-32. Pr: 0.9939
prot_5127	OTHER	0.999995	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_5128	SP	0.062782	0.936421	0.000277	0.000196	0.000166	0.000151	CS pos: 35-36. Pr: 0.9097
prot_5129	SP	0.000347	0.998717	0.000303	0.000247	0.000198	0.000187	CS pos: 23-24. Pr: 0.9637
prot_513	OTHER	0.999997	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_5130	OTHER	1.000008	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_5131	SP	0.000161	0.999307	0.000149	0.000155	0.000123	0.000125	CS pos: 21-22. Pr: 0.9781
prot_5132	SP	0.000309	0.998907	0.000231	0.000220	0.000181	0.000162	CS pos: 34-35. Pr: 0.9772
prot_5133	OTHER	1.000003	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_5134	LIPO	0.071199	0.112654	0.816134	0.000009	0.000005	0.000000	CS pos: 42-43. Pr: 0.9646
prot_5135	SP	0.000394	0.998653	0.000316	0.000249	0.000203	0.000191	CS pos: 23-24. Pr: 0.9683
prot_5136	SP	0.000323	0.999045	0.000194	0.000172	0.000148	0.000141	CS pos: 34-35. Pr: 0.9744
prot_5137	SP	0.000339	0.998678	0.000269	0.000302	0.000231	0.000189	CS pos: 35-36. Pr: 0.9655
prot_5138	LIPO	0.000000	0.000003	1.000024	0.000000	0.000000	0.000000	CS pos: 27-28. Pr: 0.9912
prot_5139	OTHER	1.000001	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_514	OTHER	0.999999	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_5140	OTHER	0.999999	0.000003	0.000000	0.000000	0.000000	0.000000	
prot_5141	LIPO	0.000000	0.000000	0.999987	0.000000	0.000000	0.000000	CS pos: 21-22. Pr: 0.9981
prot_5142	SP	0.000666	0.997998	0.000458	0.000350	0.000271	0.000276	CS pos: 24-25. Pr: 0.9691
prot_5143	OTHER	0.666772	0.333010	0.000069	0.000060	0.000049	0.000045	
prot_5144	SP	0.000155	0.832722	0.166802	0.000109	0.000099	0.000103	CS pos: 24-25. Pr: 0.8085
prot_5145	OTHER	0.570245	0.429106	0.000163	0.000181	0.000147	0.000144	
prot_5146	SP	0.000191	0.999199	0.000177	0.000164	0.000134	0.000133	CS pos: 21-22. Pr: 0.9698
prot_5147	OTHER	1.000061	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_5148	OTHER	1.000008	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_5149	OTHER	1.000051	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_515	OTHER	0.999963	0.000006	0.000000	0.000000	0.000000	0.000000	
prot_5150	OTHER	1.000013	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_5151	OTHER	1.000029	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_5152	SP	0.000149	0.832695	0.166828	0.000117	0.000108	0.000107	CS pos: 19-20. Pr: 0.8138
prot_5153	SP	0.000227	0.999102	0.000197	0.000188	0.000152	0.000144	CS pos: 21-22. Pr: 0.9757
prot_5154	LIPO	0.000037	0.333225	0.666694	0.000018	0.000017	0.000017	CS pos: 20-21. Pr: 0.6531
prot_5155	LIPO	0.000000	0.000000	1.000022	0.000000	0.000000	0.000000	CS pos: 19-20. Pr: 0.9943
prot_5156	OTHER	1.000020	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_5157	OTHER	0.793354	0.204854	0.001252	0.000189	0.000222	0.000150	
prot_5158	LIPO	0.000000	0.000000	1.000043	0.000000	0.000000	0.000000	CS pos: 17-18. Pr: 0.9975
prot_5159	SP	0.000383	0.998777	0.000250	0.000245	0.000185	0.000178	CS pos: 30-31. Pr: 0.9754
prot_516	OTHER	1.000013	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_5160	LIPO	0.000065	0.499771	0.500055	0.000040	0.000033	0.000031	CS pos: 18-19. Pr: 0.4281
prot_5161	SP	0.000191	0.832543	0.166838	0.000165	0.000137	0.000129	CS pos: 27-28. Pr: 0.8103
prot_5162	SP	0.000172	0.999267	0.000154	0.000162	0.000126	0.000127	CS pos: 22-23. Pr: 0.9789
prot_5163	OTHER	1.000006	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_5164	SP	0.000220	0.999146	0.000188	0.000172	0.000148	0.000145	CS pos: 24-25. Pr: 0.9758
prot_5165	LIPO	0.000003	0.000095	0.999914	0.000000	0.000000	0.000000	CS pos: 25-26. Pr: 0.9970
prot_5166	LIPO	0.000000	0.000000	1.000036	0.000000	0.000000	0.000000	CS pos: 18-19. Pr: 0.9877
prot_5167	SP	0.000281	0.999007	0.000207	0.000203	0.000167	0.000152	CS pos: 21-22. Pr: 0.9761
prot_5168	OTHER	0.999996	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_5169	SP	0.000206	0.999141	0.000176	0.000183	0.000146	0.000137	CS pos: 35-36. Pr: 0.9727
prot_517	OTHER	1.000041	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_5170	LIPO	0.000128	0.499545	0.500121	0.000089	0.000084	0.000076	CS pos: 17-18. Pr: 0.3927
prot_5171	LIPO	0.000000	0.000000	1.000023	0.000000	0.000000	0.000000	CS pos: 19-20. Pr: 0.9967
prot_5172	TAT	0.000000	0.000004	0.000000	0.833348	0.166666	0.000000	CS pos: 26-27. Pr: 0.7261
prot_5173	LIPO	0.000110	0.332992	0.666777	0.000058	0.000046	0.000053	CS pos: 16-17. Pr: 0.6623
prot_5174	SP	0.024885	0.974302	0.000263	0.000217	0.000172	0.000174	CS pos: 21-22. Pr: 0.9796
prot_5175	LIPO	0.000000	0.000000	1.000033	0.000000	0.000000	0.000000	CS pos: 19-20. Pr: 0.9921
prot_5176	OTHER	1.000005	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_5177	LIPO	0.000000	0.000000	1.000007	0.000000	0.000000	0.000000	CS pos: 20-21. Pr: 0.9913
prot_5178	OTHER	0.999999	0.000013	0.000000	0.000000	0.000000	0.000000	
prot_5179	LIPO	0.000000	0.000000	1.000030	0.000000	0.000000	0.000000	CS pos: 16-17. Pr: 0.9976
prot_518	OTHER	0.500027	0.166459	0.333385	0.000038	0.000039	0.000037	
prot_5180	SP	0.000331	0.998578	0.000355	0.000269	0.000236	0.000226	CS pos: 21-22. Pr: 0.8926
prot_5181	OTHER	0.998905	0.000000	0.001049	0.000000	0.000000	0.000000	
prot_5182	LIPO	0.000000	0.000000	1.000026	0.000000	0.000000	0.000000	CS pos: 21-22. Pr: 0.9934
prot_5183	OTHER	0.999971	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_5184	LIPO	0.000000	0.000000	1.000009	0.000000	0.000000	0.000000	CS pos: 20-21. Pr: 0.9944
prot_5185	LIPO	0.000000	0.000000	1.000040	0.000000	0.000000	0.000000	CS pos: 19-20. Pr: 0.9978
prot_5186	SP	0.000175	0.999265	0.000145	0.000156	0.000125	0.000128	CS pos: 22-23. Pr: 0.9793
prot_5187	LIPO	0.000000	0.000000	1.000016	0.000000	0.000000	0.000000	CS pos: 15-16. Pr: 0.9961
prot_5188	LIPO	0.000000	0.000001	1.000004	0.000000	0.000000	0.000000	CS pos: 24-25. Pr: 0.9927
prot_5189	OTHER	1.000005	0.000003	0.000000	0.000000	0.000000	0.000000	
prot_519	OTHER	0.999978	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_5190	SP	0.000215	0.999145	0.000197	0.000188	0.000146	0.000149	CS pos: 19-20. Pr: 0.9741
prot_5191	OTHER	1.000051	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_5192	LIPO	0.000000	0.000000	0.833337	0.000000	0.166663	0.000000	CS pos: 22-23. Pr: 0.8089
prot_5193	OTHER	1.000024	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_5194	SP	0.000354	0.832176	0.166914	0.000224	0.000193	0.000166	CS pos: 19-20. Pr: 0.7963
prot_5195	LIPO	0.000046	0.115963	0.883920	0.000029	0.000027	0.000029	CS pos: 19-20. Pr: 0.8744
prot_5196	LIPO	0.000000	0.000000	1.000026	0.000000	0.000000	0.000000	CS pos: 23-24. Pr: 0.9950
prot_5197	LIPO	0.000000	0.000000	1.000006	0.000000	0.000000	0.000000	CS pos: 25-26. Pr: 0.9950
prot_5198	SP	0.000114	0.666305	0.333386	0.000083	0.000072	0.000070	CS pos: 24-25. Pr: 0.6539
prot_5199	OTHER	0.999991	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_52	SP	0.000176	0.999225	0.000160	0.000164	0.000133	0.000136	CS pos: 23-24. Pr: 0.9785
prot_520	OTHER	1.000005	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_5200	SP	0.000338	0.998944	0.000194	0.000203	0.000167	0.000154	CS pos: 18-19. Pr: 0.9825
prot_5201	SP	0.000285	0.998844	0.000318	0.000220	0.000173	0.000166	CS pos: 27-28. Pr: 0.9756
prot_5202	LIPO	0.000000	0.000000	1.000039	0.000000	0.000000	0.000000	CS pos: 20-21. Pr: 0.9958
prot_5203	OTHER	0.999999	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_5204	SP	0.000243	0.832574	0.166823	0.000130	0.000110	0.000114	CS pos: 20-21. Pr: 0.8229
prot_5205	SP	0.000381	0.955154	0.043998	0.000176	0.000145	0.000143	CS pos: 42-43. Pr: 0.7185
prot_5206	OTHER	1.000007	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_5207	OTHER	1.000018	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_5208	SP	0.000176	0.999244	0.000154	0.000161	0.000129	0.000129	CS pos: 23-24. Pr: 0.9830
prot_5209	SP	0.047662	0.951591	0.000219	0.000203	0.000161	0.000170	CS pos: 30-31. Pr: 0.3722
prot_521	OTHER	1.000009	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_5210	SP	0.000251	0.999071	0.000206	0.000186	0.000145	0.000142	CS pos: 22-23. Pr: 0.9747
prot_5211	LIPO	0.000000	0.000000	1.000035	0.000000	0.000000	0.000000	CS pos: 19-20. Pr: 0.9973
prot_5212	SP	0.000210	0.999158	0.000181	0.000175	0.000142	0.000137	CS pos: 19-20. Pr: 0.9780
prot_5213	SP	0.000257	0.999008	0.000243	0.000191	0.000157	0.000164	CS pos: 23-24. Pr: 0.9708
prot_5214	LIPO	0.000000	0.000000	1.000042	0.000000	0.000000	0.000000	CS pos: 19-20. Pr: 0.9911
prot_5215	OTHER	1.000013	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_5216	SP	0.000189	0.999157	0.000173	0.000175	0.000145	0.000141	CS pos: 18-19. Pr: 0.9725
prot_5217	OTHER	0.999997	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_5218	OTHER	1.000024	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_5219	SP	0.000499	0.998868	0.000182	0.000185	0.000143	0.000140	CS pos: 27-28. Pr: 0.9830
prot_522	OTHER	1.000019	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_5220	OTHER	1.000020	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_5221	LIPO	0.000000	0.000000	1.000025	0.000000	0.000000	0.000000	CS pos: 19-20. Pr: 0.9971
prot_5222	LIPO	0.000000	0.000000	1.000050	0.000000	0.000000	0.000000	CS pos: 19-20. Pr: 0.9964
prot_5223	LIPO	0.000002	0.000080	0.999927	0.000000	0.000000	0.000000	CS pos: 27-28. Pr: 0.9946
prot_5224	SP	0.000250	0.999057	0.000259	0.000183	0.000145	0.000141	CS pos: 28-29. Pr: 0.9709
prot_5225	OTHER	1.000007	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_5226	OTHER	0.999985	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_5227	OTHER	1.000003	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_5228	OTHER	1.000045	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_5229	SP	0.000573	0.998257	0.000380	0.000308	0.000250	0.000233	CS pos: 21-22. Pr: 0.9737
prot_523	OTHER	0.999984	0.000033	0.000000	0.000000	0.000000	0.000000	
prot_5230	OTHER	0.999981	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_5231	OTHER	1.000008	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_5232	SP	0.000225	0.665992	0.333485	0.000107	0.000101	0.000089	CS pos: 20-21. Pr: 0.6470
prot_5233	LIPO	0.000000	0.000000	1.000032	0.000000	0.000000	0.000000	CS pos: 21-22. Pr: 0.9976
prot_5234	LIPO	0.000000	0.000000	1.000001	0.000000	0.000000	0.000000	CS pos: 22-23. Pr: 0.9907
prot_5235	OTHER	0.999995	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_5236	LIPO	0.000000	0.000001	1.000029	0.000000	0.000000	0.000000	CS pos: 26-27. Pr: 0.9931
prot_5237	SP	0.000161	0.999278	0.000138	0.000150	0.000122	0.000119	CS pos: 21-22. Pr: 0.9831
prot_5238	SP	0.000171	0.999280	0.000149	0.000156	0.000126	0.000124	CS pos: 23-24. Pr: 0.9800
prot_5239	SP	0.000453	0.998049	0.000475	0.000347	0.000377	0.000297	CS pos: 23-24. Pr: 0.9754
prot_524	OTHER	1.000013	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_5240	OTHER	0.995117	0.000000	0.004854	0.000000	0.000000	0.000000	
prot_5241	SP	0.000346	0.831873	0.166988	0.000301	0.000245	0.000247	CS pos: 19-20. Pr: 0.8060
prot_5242	SP	0.085832	0.896354	0.017345	0.000174	0.000142	0.000147	CS pos: 30-31. Pr: 0.8624
prot_5243	OTHER	0.997370	0.002608	0.000002	0.000005	0.000006	0.000002	
prot_5244	SP	0.000185	0.999255	0.000167	0.000166	0.000137	0.000131	CS pos: 20-21. Pr: 0.9793
prot_5245	SP	0.000205	0.999165	0.000171	0.000183	0.000151	0.000151	CS pos: 23-24. Pr: 0.9717
prot_5246	LIPO	0.000000	0.000000	1.000031	0.000000	0.000000	0.000000	CS pos: 20-21. Pr: 0.9981
prot_5247	SP	0.000217	0.999065	0.000212	0.000188	0.000159	0.000151	CS pos: 23-24. Pr: 0.9663
prot_5248	OTHER	0.999995	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_5249	SP	0.000353	0.998820	0.000230	0.000233	0.000189	0.000164	CS pos: 23-24. Pr: 0.9687
prot_525	OTHER	1.000008	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_5250	OTHER	1.000011	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_5251	LIPO	0.000000	0.000000	1.000023	0.000000	0.000000	0.000000	CS pos: 16-17. Pr: 0.9974
prot_5252	SP	0.000202	0.999130	0.000205	0.000180	0.000149	0.000148	CS pos: 21-22. Pr: 0.9711
prot_5253	SP	0.000192	0.999160	0.000188	0.000167	0.000149	0.000145	CS pos: 19-20. Pr: 0.9736
prot_5254	LIPO	0.000000	0.000000	1.000020	0.000000	0.000000	0.000000	CS pos: 19-20. Pr: 0.9950
prot_5255	SP	0.000180	0.999238	0.000161	0.000163	0.000131	0.000133	CS pos: 26-27. Pr: 0.9783
prot_5256	OTHER	1.000012	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_5257	OTHER	0.999913	0.000056	0.000000	0.000000	0.000000	0.000000	
prot_5258	OTHER	0.999943	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_5259	LIPO	0.000000	0.000000	1.000039	0.000000	0.000000	0.000000	CS pos: 19-20. Pr: 0.9884
prot_526	OTHER	0.999997	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_5260	SP	0.000201	0.999174	0.000173	0.000172	0.000136	0.000139	CS pos: 22-23. Pr: 0.9814
prot_5261	SP	0.000287	0.998872	0.000267	0.000229	0.000185	0.000173	CS pos: 31-32. Pr: 0.9766
prot_5262	LIPO	0.000000	0.000000	1.000032	0.000000	0.000000	0.000000	CS pos: 19-20. Pr: 0.9955
prot_5263	OTHER	0.999979	0.000044	0.000001	0.000001	0.000000	0.000001	
prot_5264	OTHER	1.000015	0.000001	0.000000	0.000000	0.000000	0.000000	
prot_5265	LIPO	0.000000	0.000000	1.000021	0.000000	0.000000	0.000000	CS pos: 16-17. Pr: 0.9946
prot_5266	SP	0.000329	0.831203	0.167754	0.000274	0.000228	0.000233	CS pos: 31-32. Pr: 0.7819
prot_5267	LIPO	0.000001	0.000020	0.999991	0.000000	0.000000	0.000000	CS pos: 26-27. Pr: 0.9961
prot_5268	SP	0.000276	0.832407	0.166902	0.000155	0.000139	0.000141	CS pos: 26-27. Pr: 0.8145
prot_5269	LIPO	0.000000	0.000000	1.000002	0.000000	0.000000	0.000000	CS pos: 19-20. Pr: 0.9964
prot_527	OTHER	1.000013	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_5270	SP	0.000176	0.999245	0.000158	0.000157	0.000126	0.000128	CS pos: 20-21. Pr: 0.9754
prot_5271	OTHER	0.999965	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_5272	SP	0.000214	0.999090	0.000194	0.000195	0.000160	0.000154	CS pos: 29-30. Pr: 0.9669
prot_5273	SP	0.000171	0.999318	0.000135	0.000146	0.000120	0.000116	CS pos: 23-24. Pr: 0.9001
prot_5274	SP	0.000236	0.999045	0.000218	0.000191	0.000155	0.000154	CS pos: 22-23. Pr: 0.9742
prot_5275	SP	0.000221	0.999057	0.000209	0.000206	0.000166	0.000171	CS pos: 31-32. Pr: 0.9680
prot_5276	SP	0.000283	0.998989	0.000222	0.000193	0.000159	0.000154	CS pos: 20-21. Pr: 0.9723
prot_5277	SP	0.459049	0.540173	0.000242	0.000198	0.000179	0.000145	CS pos: 25-26. Pr: 0.5242
prot_5278	OTHER	0.999990	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_5279	SP	0.000301	0.998906	0.000237	0.000220	0.000168	0.000169	CS pos: 23-24. Pr: 0.9767
prot_528	OTHER	1.000026	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_5280	LIPO	0.000202	0.176381	0.823314	0.000068	0.000029	0.000028	CS pos: 30-31. Pr: 0.8299
prot_5281	OTHER	0.999971	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_5282	LIPO	0.000000	0.000000	1.000003	0.000000	0.000000	0.000000	CS pos: 20-21. Pr: 0.9871
prot_5283	SP	0.000139	0.666187	0.333438	0.000097	0.000089	0.000087	CS pos: 28-29. Pr: 0.6495
prot_5284	SP	0.000225	0.999049	0.000208	0.000191	0.000158	0.000165	CS pos: 19-20. Pr: 0.9711
prot_5285	OTHER	0.999985	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_5286	SP	0.000187	0.999216	0.000162	0.000166	0.000137	0.000139	CS pos: 21-22. Pr: 0.9771
prot_5287	LIPO	0.000000	0.000000	1.000024	0.000000	0.000000	0.000000	CS pos: 20-21. Pr: 0.9975
prot_5288	OTHER	0.999976	0.000001	0.000000	0.000000	0.000000	0.000000	
prot_5289	SP	0.000134	0.832749	0.166792	0.000130	0.000101	0.000102	CS pos: 30-31. Pr: 0.8003
prot_529	OTHER	0.998558	0.000013	0.001392	0.000000	0.000000	0.000000	
prot_5290	OTHER	0.999986	0.000000	0.000000	0.000000	0.000000	0.000016	
prot_5291	LIPO	0.000000	0.000000	1.000008	0.000000	0.000000	0.000000	CS pos: 24-25. Pr: 0.9977
prot_5292	LIPO	0.000000	0.000000	1.000010	0.000000	0.000000	0.000000	CS pos: 19-20. Pr: 0.9959
prot_5293	SP	0.324189	0.501591	0.173923	0.000125	0.000096	0.000085	CS pos: 24-25. Pr: 0.2615
prot_5294	LIPO	0.000000	0.000000	1.000029	0.000000	0.000000	0.000000	CS pos: 19-20. Pr: 0.9919
prot_5295	LIPO	0.000000	0.000000	1.000042	0.000000	0.000000	0.000000	CS pos: 19-20. Pr: 0.9974
prot_5296	OTHER	0.999986	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_5297	LIPO	0.000037	0.000579	0.999374	0.000011	0.000002	0.000001	CS pos: 25-26. Pr: 0.9933
prot_5298	SP	0.000563	0.998307	0.000380	0.000298	0.000246	0.000229	CS pos: 20-21. Pr: 0.9743
prot_5299	SP	0.000150	0.666067	0.333458	0.000105	0.000090	0.000087	CS pos: 31-32. Pr: 0.6400
prot_53	LIPO	0.000000	0.000000	1.000016	0.000000	0.000000	0.000000	CS pos: 22-23. Pr: 0.9954
prot_530	SP	0.163586	0.502575	0.333512	0.000108	0.000108	0.000091	CS pos: 31-32. Pr: 0.4827
prot_5300	OTHER	1.000001	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_5301	OTHER	0.999960	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_5302	OTHER	1.000016	0.000004	0.000000	0.000000	0.000000	0.000000	
prot_5303	OTHER	0.999977	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_5304	SP	0.000451	0.998535	0.000333	0.000259	0.000217	0.000209	CS pos: 20-21. Pr: 0.9745
prot_5305	OTHER	0.999991	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_5306	SP	0.000122	0.666194	0.333444	0.000089	0.000083	0.000077	CS pos: 22-23. Pr: 0.6461
prot_5307	SP	0.000185	0.999252	0.000156	0.000158	0.000131	0.000129	CS pos: 29-30. Pr: 0.9716
prot_5308	LIPO	0.000000	0.000000	1.000028	0.000000	0.000000	0.000000	CS pos: 18-19. Pr: 0.9941
prot_5309	OTHER	0.999970	0.000046	0.000001	0.000001	0.000000	0.000000	
prot_531	OTHER	1.000012	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_5310	SP	0.096493	0.902587	0.000274	0.000263	0.000206	0.000201	CS pos: 29-30. Pr: 0.5072
prot_5311	SP	0.000193	0.999191	0.000173	0.000169	0.000143	0.000134	CS pos: 20-21. Pr: 0.9751
prot_5312	LIPO	0.000000	0.000000	1.000011	0.000000	0.000000	0.000000	CS pos: 23-24. Pr: 0.9926
prot_5313	OTHER	0.833328	0.000000	0.000000	0.000000	0.000000	0.166674	
prot_5314	SP	0.008886	0.990033	0.000466	0.000262	0.000187	0.000189	CS pos: 48-49. Pr: 0.9713
prot_5315	SP	0.000179	0.999219	0.000158	0.000168	0.000141	0.000134	CS pos: 23-24. Pr: 0.9775
prot_5316	SP	0.000561	0.997695	0.000544	0.000420	0.000426	0.000390	CS pos: 19-20. Pr: 0.9726
prot_5317	OTHER	0.999999	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_5318	LIPO	0.000000	0.000000	1.000041	0.000000	0.000000	0.000000	CS pos: 19-20. Pr: 0.9954
prot_5319	OTHER	0.833352	0.000000	0.000000	0.000000	0.000000	0.166672	
prot_532	OTHER	1.000035	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_5320	OTHER	0.999973	0.000026	0.000000	0.000000	0.000000	0.000000	
prot_5321	OTHER	0.999927	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_5322	SP	0.000599	0.998254	0.000371	0.000308	0.000249	0.000230	CS pos: 18-19. Pr: 0.9750
prot_5323	SP	0.014292	0.911219	0.073991	0.000199	0.000163	0.000163	CS pos: 34-35. Pr: 0.8832
prot_5324	SP	0.214466	0.783464	0.000932	0.000391	0.000295	0.000448	CS pos: 65-66. Pr: 0.6550
prot_5325	SP	0.000360	0.665896	0.333457	0.000124	0.000092	0.000092	CS pos: 24-25. Pr: 0.5387
prot_5326	SP	0.000213	0.999163	0.000184	0.000177	0.000140	0.000145	CS pos: 21-22. Pr: 0.9619
prot_5327	LIPO	0.000000	0.000000	1.000005	0.000000	0.000000	0.000000	CS pos: 21-22. Pr: 0.9963
prot_5328	SP	0.000531	0.998368	0.000348	0.000292	0.000247	0.000209	CS pos: 22-23. Pr: 0.9743
prot_5329	SP	0.000171	0.832705	0.166804	0.000133	0.000110	0.000105	CS pos: 20-21. Pr: 0.8129
prot_533	SP	0.000397	0.996232	0.002537	0.000335	0.000257	0.000257	CS pos: 23-24. Pr: 0.9601
prot_5330	OTHER	1.000002	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_5331	OTHER	1.000020	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_5332	LIPO	0.000000	0.000000	1.000017	0.000000	0.000000	0.000000	CS pos: 19-20. Pr: 0.9964
prot_5333	OTHER	0.999980	0.000001	0.000000	0.000000	0.000000	0.000000	
prot_5334	LIPO	0.000000	0.000001	1.000027	0.000000	0.000000	0.000000	CS pos: 23-24. Pr: 0.9955
